Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
447-fini-bonbons-gelifies-bananes,Fini Bonbons Gélifiés Bananes,"<p>Bonbons gélifiés en forme de bananes, marque Fini.</p>",Fini,,Bonbons,"bananes, bonbons, fini",true,Title,Default Title,,,,,,,,'447,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/447.png?v=1783944547,1,Fini Bonbons Gélifiés Bananes,false,,,,g,,,active
446-fini-holiday-bleu-rose,Fini Holiday (Bleu/Rose),"<p>Bonbons gélifiés assortiment bleu et rose, marque Fini.</p>",Fini,,Bonbons,"bonbons, fini, holiday",true,Title,Default Title,,,,,,,,'446,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/446.png?v=1783944548,1,Fini Holiday (Bleu/Rose),false,,,,g,,,active
445-fini-bouteilles-gelifiees-cola,Fini Bouteilles Gélifiées Cola,"<p>Bonbons gélifiés en forme de bouteilles, saveur cola.</p>",Fini,,Bonbons,"bonbons, bouteilles, cola, fini",true,Title,Default Title,,,,,,,,'445,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/445.png?v=1783944547,1,Fini Bouteilles Gélifiées Cola,false,,,,g,,,active
444-fini-bisous-gelifies-fraise,Fini Bisous Gélifiés Fraise,"<p>Bonbons gélifiés en forme de bisous, saveur fraise.</p>",Fini,,Bonbons,"bisous, bonbons, fini, fraise",true,Title,Default Title,,,,,,,,'444,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/444.png?v=1783944542,1,Fini Bisous Gélifiés Fraise,false,,,,g,,,active
443-fini-bonbons-gelifies-mures,Fini Bonbons Gélifiés Mûres,"<p>Bonbons gélifiés en forme de mûres, marque Fini.</p>",Fini,,Bonbons,"bonbons, fini, mures",true,Title,Default Title,,,,,,,,'443,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/443.png?v=1783944548,1,Fini Bonbons Gélifiés Mûres,false,,,,g,,,active
442-fini-ufs-au-plat,Fini Œufs au Plat,"<p>Bonbons gélifiés en forme d'œufs au plat, marque Fini.</p>",Fini,,Bonbons,"bonbons, fini, oeufs au plat",true,Title,Default Title,,,,,,,,'442,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/442.png?v=1783944543,1,Fini Œufs au Plat,false,,,,g,,,active
441-fini-tranches-de-pasteque,Fini Tranches de Pastèque,"<p>Bonbons gélifiés en tranches, saveur pastèque.</p>",Fini,,Bonbons,"bonbons, fini, pasteque, tranches",true,Title,Default Title,,,,,,,,'441,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/441.png?v=1783944548,1,Fini Tranches de Pastèque,false,,,,g,,,active
440-fini-holiday-fraise,Fini Holiday (Fraise),"<p>Bonbons gélifiés assortiment fraise, marque Fini.</p>",Fini,,Bonbons,"bonbons, fini, fraise, holiday",true,Title,Default Title,,,,,,,,'440,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/440.png?v=1783944548,1,Fini Holiday (Fraise),false,,,,g,,,active
439-fini-bonbons-gelifies-crocodiles,Fini Bonbons Gélifiés Crocodiles,"<p>Bonbons gélifiés en forme de crocodiles, marque Fini.</p>",Fini,,Bonbons,"bonbons, crocodiles, fini",true,Title,Default Title,,,,,,,,'439,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/439.png?v=1783944547,1,Fini Bonbons Gélifiés Crocodiles,false,,,,g,,,active
438-fini-mini-assortiment-acidule,Fini Mini Assortiment Acidulé,"<p>Assortiment de bonbons gélifiés acidulés, marque Fini.</p>",Fini,,Bonbons,"acidule, assortiment, bonbons, fini",true,Title,Default Title,,,,,,,,'438,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/438.png?v=1783944549,1,Fini Mini Assortiment Acidulé,false,,,,g,,,active
437-fini-bonbons-gelifies-poulpes,Fini Bonbons Gélifiés Poulpes,"<p>Bonbons gélifiés en forme de poulpes, marque Fini.</p>",Fini,,Bonbons,"bonbons, fini, poulpes",true,Title,Default Title,,,,,,,,'437,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/437.png?v=1783944547,1,Fini Bonbons Gélifiés Poulpes,false,,,,g,,,active
436-fini-bonbons-gelifies-grenouilles,Fini Bonbons Gélifiés Grenouilles,"<p>Bonbons gélifiés en forme de grenouilles, marque Fini.</p>",Fini,,Bonbons,"bonbons, fini, grenouilles",true,Title,Default Title,,,,,,,,'436,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/436.png?v=1783944545,1,Fini Bonbons Gélifiés Grenouilles,false,,,,g,,,active
435-fini-bisous-croustillants-passion-cerise,Fini Bisous Croustillants Passion-Cerise,<p>Bonbons croquants saveur fruit de la passion et cerise.</p>,Fini,,Bonbons,"bonbons, cerise, fini, passion",true,Title,Default Title,,,,,,,,'435,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/435.png?v=1783944549,1,Fini Bisous Croustillants Passion-Cerise,false,,,,g,,,active
434-fini-tapis-magiques-acidules,Fini Tapis Magiques Acidulés,"<p>Bonbons gélifiés acidulés en forme de tapis, marque Fini.</p>",Fini,,Bonbons,"acidule, bonbons, fini, tapis magique",true,Title,Default Title,,,,,,,,'434,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/434.png?v=1783944545,1,Fini Tapis Magiques Acidulés,false,,,,g,,,active
433-fini-bouteilles-roses-bleues,Fini Bouteilles Roses & Bleues,"<p>Bonbons gélifiés en forme de bouteilles, couleurs rose et bleu.</p>",Fini,,Bonbons,"bonbons, bouteilles, fini",true,Title,Default Title,,,,,,,,'433,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/433.png?v=1783944542,1,Fini Bouteilles Roses & Bleues,false,,,,g,,,active
432-fini-anneaux-peche,Fini Anneaux Pêche,"<p>Bonbons gélifiés en forme d'anneaux, saveur pêche.</p>",Fini,,Bonbons,"anneaux, bonbons, fini, peche",true,Title,Default Title,,,,,,,,'432,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/432.png?v=1783944545,1,Fini Anneaux Pêche,false,,,,g,,,active
431-fini-bonbons-gelifies-requins,Fini Bonbons Gélifiés Requins,"<p>Bonbons gélifiés en forme de requins, marque Fini.</p>",Fini,,Bonbons,"bonbons, fini, requins",true,Title,Default Title,,,,,,,,'431,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/431.png?v=1783944547,1,Fini Bonbons Gélifiés Requins,false,,,,g,,,active
430-fini-chewing-gum-pasteque,Fini Chewing-gum Pastèque,"<p>Chewing-gums saveur pastèque, marque Fini.</p>",Fini,,Bonbons,"chewing-gum, fini, pasteque",true,Title,Default Title,,,,,,,,'430,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/430.png?v=1783944547,1,Fini Chewing-gum Pastèque,false,,,,g,,,active
429-fini-tubes-acidules-choc-arc-en-ciel,Fini Tubes Acidulés Choc Arc-en-ciel,"<p>Bonbons gélifiés acidulés en tube, saveur arc-en-ciel.</p>",Fini,,Bonbons,"acidule, arc-en-ciel, bonbons, fini",true,Title,Default Title,,,,,,,,'429,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/429.png?v=1783944542,1,Fini Tubes Acidulés Choc Arc-en-ciel,false,,,,g,,,active
428-fini-tubes-arc-en-ciel-creme,Fini Tubes Arc-en-ciel & Crème,"<p>Bonbons gélifiés en tube, saveur arc-en-ciel et crème.</p>",Fini,,Bonbons,"arc-en-ciel, bonbons, creme, fini",true,Title,Default Title,,,,,,,,'428,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/428.png?v=1783944542,1,Fini Tubes Arc-en-ciel & Crème,false,,,,g,,,active
427-fini-tubes-acidules-choc-fraise,Fini Tubes Acidulés Choc Fraise,"<p>Bonbons gélifiés acidulés en tube, saveur fraise.</p>",Fini,,Bonbons,"acidule, bonbons, fini, fraise",true,Title,Default Title,,,,,,,,'427,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/427.png?v=1783944542,1,Fini Tubes Acidulés Choc Fraise,false,,,,g,,,active
426-fini-tubes-fraise-creme,Fini Tubes Fraise & Crème,"<p>Bonbons gélifiés en tube, saveur fraise et crème.</p>",Fini,,Bonbons,"bonbons, creme, fini, fraise",true,Title,Default Title,,,,,,,,'426,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/426.png?v=1783944540,1,Fini Tubes Fraise & Crème,false,,,,g,,,active
425-chocolats-kamila-magnific-lait-fraise-boite-cur,Chocolats Kamila Magnific Lait & Fraise (boîte cœur),"<p>Chocolats au lait et fraise, boîte en forme de cœur, marque Kamila.</p>",Kamila,,Chocolats,"chocolat, fraise, kamila, lait",true,Title,Default Title,,,,,,,,'425,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/425.png?v=1783944548,1,Chocolats Kamila Magnific Lait & Fraise (boîte cœur),false,,,,g,,,active
424-assortiment-kamila-magnific-boite-ovale,Assortiment Kamila Magnific (boîte ovale),"<p>Assortiment de chocolats, boîte ovale, marque Kamila.</p>",Kamila,,Chocolats,"assortiment, chocolat, kamila",true,Title,Default Title,,,,,,,,'424,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/424.png?v=1783944549,1,Assortiment Kamila Magnific (boîte ovale),false,,,,g,,,active
423-gaufrettes-cheri-noix-de-coco-cocolin,Gaufrettes Cheri Noix de Coco (Cocolin),"<p>Gaufrettes fourrées à la noix de coco, marque Cheri.</p>",Cheri,,Gaufrettes,"cheri, coco, cocolin, gaufrette",true,Title,Default Title,,,,,,,,'423,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/423.png?v=1783944545,1,Gaufrettes Cheri Noix de Coco (Cocolin),false,,,,g,,,active
422-gaufrettes-matera-tektak-chocolat-riz-souffle,Gaufrettes Matera TekTak Chocolat & Riz Soufflé,"<p>Gaufrettes fourrées chocolat et riz soufflé, marque Matera.</p>",Matera,,Gaufrettes,"chocolat, gaufrette, matera, riz souffle",true,Title,Default Title,,,,,,,,'422,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/422.png?v=1783944549,1,Gaufrettes Matera TekTak Chocolat & Riz Soufflé,false,,,,g,,,active
421-gaufrettes-matera-tektak-halawa-chocolat-blanc,Gaufrettes Matera TekTak Halawa & Chocolat Blanc,"<p>Gaufrettes fourrées halawa et chocolat blanc, marque Matera.</p>",Matera,,Gaufrettes,"chocolat blanc, gaufrette, halawa, matera",true,Title,Default Title,,,,,,,,'421,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/421.png?v=1783944548,1,Gaufrettes Matera TekTak Halawa & Chocolat Blanc,false,,,,g,,,active
420-gaufrettes-matera-choco-day-chocolat-blanc,Gaufrettes Matera Choco Day Chocolat Blanc,"<p>Gaufrettes fourrées au chocolat blanc, marque Matera.</p>",Matera,,Gaufrettes,"chocolat blanc, gaufrette, matera",true,Title,Default Title,,,,,,,,'420,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/420.png?v=1783944549,1,Gaufrettes Matera Choco Day Chocolat Blanc,false,,,,g,,,active
419-gaufrettes-matera-tektak-one-cacao-noisette,"Gaufrettes Matera TekTak One (Cacao, Noisette)","<p>Gaufrettes fourrées cacao et noisette, marque Matera.</p>",Matera,,Gaufrettes,"cacao, gaufrette, matera, noisette",true,Title,Default Title,,,,,,,,'419,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/419.png?v=1783944547,1,"Gaufrettes Matera TekTak One (Cacao, Noisette)",false,,,,g,,,active
418-gaufrettes-matera-choco-day-chocolat,Gaufrettes Matera Choco Day Chocolat,"<p>Gaufrettes fourrées au chocolat, marque Matera.</p>",Matera,,Gaufrettes,"chocolat, gaufrette, matera",true,Title,Default Title,,,,,,,,'418,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/418.png?v=1783944549,1,Gaufrettes Matera Choco Day Chocolat,false,,,,g,,,active
417-roscos-halal-gamito-sachet,Roscos Halal Gamito (sachet),"<p>Roscos halal en sachet, marque Gamito.</p>",Gamito,,Pâtisseries,"gamito, halal, roscos",true,Title,Default Title,,,,,,,,'417,500.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/417.png?v=1783944540,1,Roscos Halal Gamito (sachet),false,,,,g,,,active
416-magdalenas-la-nia-amande-orange-6-pieces,Magdalenas La Nía Amande & Orange (6 pièces),"<p>Magdalenas à l'amande et à l'orange, lot de 6 pièces, marque La Nía.</p>",La Nía,,Pâtisseries,"amande, la nia, magdalenas, orange",true,Title,Default Title,,,,,,,,'416,300.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/416.png?v=1783944548,1,Magdalenas La Nía Amande & Orange (6 pièces),false,,,,g,,,active
415-muffins-paula-fourres-au-cacao,Muffins Paula Fourrés au Cacao,"<p>Muffins/magdalenas fourrés au cacao, marque Paula.</p>",Paula,,Pâtisseries,"cacao, magdalenas, muffins, paula",true,Title,Default Title,,,,,,,,'415,400.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/415.png?v=1783944549,1,Muffins Paula Fourrés au Cacao,false,,,,g,,,active
414-muffins-paula-a-la-noix-de-coco-rapee,Muffins Paula à la Noix de Coco Râpée,"<p>Muffins/magdalenas fourrés à la noix de coco râpée, marque Paula.</p>",Paula,,Pâtisseries,"coco, magdalenas, muffins, paula",true,Title,Default Title,,,,,,,,'414,195.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/414.png?v=1783944547,1,Muffins Paula à la Noix de Coco Râpée,false,,,,g,,,active
413-assortiment-mantecados-et-polvorones-la-cabalgata,Assortiment Mantecados et Polvorones La Cabalgata,"<p>Assortiment de mantecados et polvorones, marque La Cabalgata.</p>",La Cabalgata,,Pâtisseries,"la cabalgata, mantecados, polvorones",true,Title,Default Title,,,,,,,,'413,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/413.png?v=1783944548,1,Assortiment Mantecados et Polvorones La Cabalgata,false,,,,g,,,active
412-assortiment-halal-gamito-amande,Assortiment Halal Gamito (amande),"<p>Assortiment de spécialités à l'amande, halal, marque Gamito.</p>",Gamito,,Pâtisseries,"amande, assortiment, gamito, halal",true,Title,Default Title,,,,,,,,'412,400.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/412.png?v=1783944547,1,Assortiment Halal Gamito (amande),false,,,,g,,,active
411-roscos-halal-gamito-boite,Roscos Halal Gamito (boîte),"<p>Roscos halal en boîte, marque Gamito.</p>",Gamito,,Pâtisseries,"gamito, halal, patisserie, roscos",true,Title,Default Title,,,,,,,,'411,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/411.png?v=1783944544,1,Roscos Halal Gamito (boîte),false,,,,g,,,active
410-nawhal-s-sauce-pili-pili-a-l-italienne,Nawhal's Sauce Pili-Pili à l'Italienne,"<p>Sauce pili-pili à l'italienne, marque Nawhal's.</p>",Nawhal's,,Sauces,"italienne, nawhal's, pili-pili, sauce",true,Title,Default Title,,,,,,,,'410,480.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/410.png?v=1783944535,1,Nawhal's Sauce Pili-Pili à l'Italienne,false,,,,g,,,active
409-nawhal-s-sauce-bresil,Nawhal's Sauce Brésil,"<p>Sauce Brazil, marque Nawhal's.</p>",Nawhal's,,Sauces,"brazil, nawhal's, sauce",true,Title,Default Title,,,,,,,,'409,500.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/409.png?v=1783944534,1,Nawhal's Sauce Brésil,false,,,,g,,,active
408-nawhal-s-sauce-mayonnaise,Nawhal's Sauce Mayonnaise,"<p>Mayonnaise, marque Nawhal's.</p>",Nawhal's,,Sauces,"mayonnaise, nawhal's, sauce",true,Title,Default Title,,,,,,,,'408,440.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/408.png?v=1783944533,1,Nawhal's Sauce Mayonnaise,false,,,,g,,,active
407-nawhal-s-sauce-marocaine,Nawhal's Sauce Marocaine,"<p>Sauce marocaine, marque Nawhal's.</p>",Nawhal's,,Sauces,"marocaine, nawhal's, sauce",true,Title,Default Title,,,,,,,,'407,490.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/407.png?v=1783944534,1,Nawhal's Sauce Marocaine,false,,,,g,,,active
406-nawhal-s-sauce-miami-douce-aux-oignons,Nawhal's Sauce Miami (Douce aux Oignons),"<p>Sauce sucrée aux oignons, marque Nawhal's.</p>",Nawhal's,,Sauces,"miami, nawhal's, oignons, sauce",true,Title,Default Title,,,,,,,,'406,485.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/406.png?v=1783944536,1,Nawhal's Sauce Miami (Douce aux Oignons),false,,,,g,,,active
405-nawhal-s-sauce-tomate-ketchup,Nawhal's Sauce Tomate-Ketchup,"<p>Sauce tomate ketchup, marque Nawhal's.</p>",Nawhal's,,Sauces,"ketchup, nawhal's, sauce, tomate",true,Title,Default Title,,,,,,,,'405,530.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/405.png?v=1783944534,1,Nawhal's Sauce Tomate-Ketchup,false,,,,g,,,active
404-nawhal-s-sauce-pita-kebab,Nawhal's Sauce Pita-Kebab,"<p>Sauce pour pita/kebab, marque Nawhal's.</p>",Nawhal's,,Sauces,"kebab, nawhal's, pita, sauce",true,Title,Default Title,,,,,,,,'404,500.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/404.png?v=1783944533,1,Nawhal's Sauce Pita-Kebab,false,,,,g,,,active
mlange-de-noix-grilles-en-vrac-grand-format,Mélange de Noix Grillées en Vrac - Grand Format,"<p>Mélange de noix grillées en grand format : amandes, noix de cajou et pistaches. Assortiment premium idéal pour les apéritifs, plateaux et grandes occasions.</p>",Divers,Non classé,Fruits Secs,"amandes, apéritif, cajou, grand format, grillées, mélange, noix, pistaches, vrac",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/MelangedeNoixGrilleesenVrac-GrandFormat.png?v=1782989119,1,"",false,,,,kg,,,active
garmello-cacahutes-blanches-grand-format,Garmello - Cacahuètes Blanches Grand Format,"<p>Cacahuètes blanches Garmello grand format. Arachides décortiquées naturelles en grand conditionnement, économique pour la famille ou la restauration.</p>",Garmello,Non classé,Fruits Secs,"arachides, blanches, cacahuètes, fruits secs, garmello, grand format",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Garmello-CacahuetesBlanchesGrandFormat.png?v=1782989149,1,"",false,,,,kg,,,active
garmello-cacahutes-blanches,Garmello - Cacahuètes Blanches,"<p>Cacahuètes blanches Garmello (Fruits Secs). Arachides décortiquées naturelles, sans sel. Riches en protéines, idéales en snack ou pour vos préparations culinaires.</p>",Garmello,Non classé,Fruits Secs,"arachides, blanches, cacahuètes, fruits secs, garmello",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Garmello-CacahuetesBlanches.png?v=1782989153,1,"",false,,,,kg,,,active
natural-nuts-chips-de-banane-250g,Natural Nuts - Chips de Banane 250G,"<p>Chips de banane Natural Nuts 250g. Origine Philippines, tranches de bananes croustillantes à la noix de coco. Snack fruité et gourmand, idéal pour toute la famille.</p>",Natural Nuts,,Snacks,"250g, banane, chips, natural nuts, philippines, snack",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Natural_Nuts_-_Chips_de_Banane_250G.jpg?v=1782988798,1,Natural Nuts - Chips de Banane 250G,false,,,,kg,,,active
garmello-graines-de-tournesol,Garmello - Graines de Tournesol,"<p>Graines de tournesol Garmello (Fruits Secs). Graines entières en coque, légèrement salées. À grignoter à l'apéritif ou en snack. Riches en vitamine E.</p>",Garmello,,Fruits Secs,"apéritif, fruits secs, garmello, graines, tournesol",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Garmello_-_Graines_de_Tournesol.jpg?v=1782988798,1,Garmello - Graines de Tournesol,false,,,,kg,,,active
garmello-cerneaux-de-noix,Garmello - Cerneaux de Noix,"<p>Cerneaux de noix Garmello (Fruits Secs). Noix écalées moelleuses et savoureuses. Riches en oméga-3, idéales en collation, pâtisserie ou dans vos salades.</p>",Garmello,,Fruits Secs,"cerneaux, fruits secs, garmello, noix",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Garmello_-_Cerneaux_de_Noix.jpg?v=1782988798,1,Garmello - Cerneaux de Noix,false,,,,kg,,,active
